iter	RMSE
335	14.57709802
336	14.50401159
337	14.41414216
338	14.2992847
339	14.27505011
340	14.18365688
341	14.16035574
342	14.11976186
343	14.02084873
344	13.95480739
345	13.89695938
346	13.83502012
347	13.76574695
348	13.66958614
349	13.57869226
350	13.49676658
351	13.43743822
352	13.35688351
353	13.28921336
354	13.23725801
355	13.15232986
356	13.08152005
357	13.01654867
358	12.9448053
359	12.89735847
360	12.79532313
361	12.74446896
362	12.66906664
363	12.60018592
364	12.52280124
365	12.4532908
366	12.39641244
367	12.3562534
368	12.28136854
369	12.21255074
370	12.17505553
371	12.14774294
372	12.06581352
373	12.00073767
374	11.9532805
375	11.8693786
376	11.7896025
377	11.74230721
378	11.69545055
379	11.64765959
380	11.56968765
381	11.51926421
382	11.47405119
383	11.41199162
384	11.37002556
385	11.3276264
386	11.27897885
387	11.22301442
388	11.14170708
389	11.07957624
390	11.028273
391	10.9930953
392	10.95804475
393	10.91443506
394	10.87554657
395	10.82573957
396	10.790622
397	10.73735994
398	10.68195748
399	10.62026399
400	10.56055466
401	10.5190674
402	10.45722634
403	10.41536572
404	10.36713719
405	10.3125992
406	10.26598577
407	10.2218997
408	10.16744144
409	10.13627108
410	10.10676014
411	10.03749897
412	9.986936996
413	9.925515053
414	9.898731569
415	9.844845733
416	9.785020179
417	9.731942418
418	9.667108056
419	9.6494597
420	9.60365461
421	9.554019194
422	9.538064371
423	9.492538577
424	9.43676797
425	9.404085691
426	9.360686774
427	9.321391411
428	9.278697177
429	9.270242978
430	9.26280813
431	9.213200277
432	9.20529014
433	9.155623034
434	9.126368676
435	9.118824722
436	9.073671479
437	9.04355795
438	9.035481143
439	9.030394867
440	9.009043512
441	9.00407994
442	8.960508744
443	8.9198184
444	8.874008151
445	8.831988857
446	8.784441836
447	8.730837544
448	8.685455065
449	8.64885165
450	8.641382788
451	8.595052814
452	8.580409444
453	8.555267324
454	8.543450087
455	8.531804729
456	8.483073916
457	8.47775787
458	8.44900032
459	8.442227227
460	8.437147758
461	8.399785587
462	8.394872381
463	8.365606735
464	8.330726323
465	8.290160499
466	8.284411362
467	8.250658864
468	8.232757631
469	8.189932324
470	8.165340189
471	8.159395517
472	8.155587394
473	8.118925482
474	8.089799725
475	8.085407246
476	8.056586866
477	8.022708295
478	8.000704251
479	7.957465086
480	7.931298032
481	7.903892205
482	7.900419793
483	7.89053159
484	7.885805861
485	7.88176033
486	7.878197683
487	7.850412844
488	7.840748421
489	7.813482612
490	7.773114829
491	7.731868172
492	7.715791644
493	7.712528743
494	7.674034505
495	7.662415178
496	7.653199264
497	7.6472757
498	7.624263964
499	7.608676668
500	7.601569022
501	7.591747877
502	7.580199325
503	7.544514888
504	7.514310702
505	7.508788125
506	7.485780417
507	7.450288007
508	7.446133462
509	7.440546536
510	7.41613532
511	7.389062789
512	7.353619708
513	7.322083736
514	7.286159614
515	7.283395325
516	7.256196636
517	7.209729246
518	7.201165494
519	7.163578489
520	7.134384192
521	7.100480522
522	7.097184129
523	7.075319583
524	7.042482014
525	7.020450094
526	7.001975787
527	6.969613112
528	6.939973926
529	6.920186564
530	6.894615277
531	6.876861509
532	6.859502993
533	6.837875331
534	6.808727046
535	6.773071583
536	6.742862875
537	6.730827886
538	6.716678897
539	6.693033475
540	6.67210974
541	6.634197334
542	6.614853434
543	6.591400161
544	6.579886892
545	6.569872837
546	6.540523803
547	6.522221082
548	6.512484505
549	6.485816499
550	6.466838683
551	6.464224394
552	6.44377575
553	6.4206511
554	6.401693228
555	6.388527211
556	6.377325253
557	6.373302348
558	6.355495024
559	6.329342689
560	6.325618221
561	6.305929533
562	6.290152284
563	6.28302722
564	6.262755685
565	6.241088446
566	6.234624964
567	6.221004208
568	6.202149774
569	6.182056761
570	6.171135246
571	6.152220582
572	6.132751077
573	6.117313943
574	6.089577609
575	6.087571324
576	6.064155592
577	6.062261848
578	6.036444019
579	6.006474842
580	5.997053125
581	5.995225591
582	5.964945149
583	5.962430615
584	5.96061811
585	5.952842413
586	5.937172615
587	5.923569483
588	5.913983159
589	5.904404649
590	5.901536493
591	5.885671206
592	5.883092243
593	5.861218209
594	5.848789908
595	5.847081179
596	5.845402039
597	5.818961232
598	5.811870267
599	5.810266912
600	5.782397234
601	5.775501442
602	5.751077232
603	5.731857206
604	5.730314047
605	5.706988499
606	5.681133646
607	5.6599715
608	5.642906456
609	5.640480599
610	5.625652355
611	5.608353735
612	5.606889151
613	5.59098493
614	5.574379774
615	5.569207668
616	5.545285511
617	5.536106635
618	5.518265273
619	5.510701047
620	5.509266009
621	5.501909713
622	5.475796736
623	5.454390345
624	5.447641164
625	5.441278963
626	5.42328129
627	5.403437014
628	5.400840898
629	5.390004777
630	5.374113629
631	5.363573125
632	5.359205585
633	5.338557606
634	5.336008639
635	5.323128706
636	5.321733549
637	5.304220095
638	5.286881194
639	5.266050956
640	5.246263415
641	5.231869847
642	5.214952906
643	5.208032935
644	5.192117146
645	5.172451698
646	5.156095622
647	5.149965647
648	5.132590425
649	5.115359172
650	5.104307673
651	5.088903924
652	5.066184542
653	5.052027839
654	5.045439679
655	5.030336517
656	5.01289708
657	5.002063578
658	4.977044598
659	4.963336
660	4.939707346
661	4.921536453
662	4.913143744
663	4.897960016
664	4.883625694
665	4.877140444
666	4.872580207
667	4.860552065
668	4.846205516
669	4.832265125
670	4.815611078
671	4.802710877
672	4.793948353
673	4.791147163
674	4.774586574
675	4.759122354
676	4.740198673
677	4.732077282
678	4.713858874
679	4.703793822
680	4.690994824
681	4.672656403
682	4.669027904
683	4.655915659
684	4.6406882
685	4.630009257
686	4.618755359
687	4.603796918
688	4.601078928
689	4.591568815
690	4.575351467
691	4.565641961
692	4.551931392
693	4.539428297
694	4.524777064
695	4.507806892
696	4.503275777
697	4.489113176
698	4.476244029
699	4.464896957
700	4.451725785
701	4.442266018
702	4.427023479
703	4.415358912
704	4.398698038
705	4.386667745
706	4.377520048
707	4.366419246
708	4.354953942
709	4.344838171
710	4.333352149
711	4.318748391
712	4.309825521
713	4.29694218
714	4.291779019
715	4.281634841
716	4.279414969
717	4.265053193
718	4.253812603
719	4.240494946
720	4.233173603
721	4.223990687
722	4.218934629
723	4.209086012
724	4.195451162
725	4.178723142
726	4.166419461
727	4.153010413
728	4.144813872
729	4.133598566
730	4.132588256
731	4.118742337
732	4.106688267
733	4.094925426
734	4.08733893
735	4.077375757
736	4.069482612
737	4.067077392
738	4.066011766
739	4.051677282
740	4.04332006
741	4.029910517
742	4.018304303
743	4.005377416
744	3.993151357
745	3.978426981
746	3.97739541
747	3.965038035
748	3.956931669
749	3.956020786
750	3.954662275
751	3.940259044
752	3.93278379
753	3.931769142
754	3.919899483
755	3.908439807
756	3.907481645
757	3.898475456
758	3.884361119
759	3.875050635
760	3.866203337
761	3.85497241
762	3.85416861
763	3.84329289
764	3.834850935
765	3.823200095
766	3.815768085
767	3.815000107
768	3.804168076
769	3.794258291
770	3.783620162
771	3.775259555
772	3.768149757
773	3.759390627
774	3.755073074
775	3.751901597
776	3.751152756
777	3.738949317
778	3.729503954
779	3.716091861
780	3.704105307
781	3.692605265
782	3.682900272
783	3.676272866
784	3.662716938
785	3.654030596
786	3.653152189
787	3.6523182
788	3.641883149
789	3.632696273
790	3.629190732
791	3.620526979
792	3.609762306
793	3.602179214
794	3.594008406
795	3.585781336
796	3.577890596
797	3.569935974
798	3.568515172
799	3.563302613
800	3.553011787
801	3.543350228
802	3.537858851
803	3.525656995
804	3.519536527
805	3.511456397
806	3.510365492
807	3.506122256
808	3.49988869
809	3.488458207
810	3.476206697
811	3.466724433
812	3.458302668
813	3.449628628
814	3.439646394
815	3.430923222
816	3.419925956
817	3.409502557
818	3.403136831
819	3.397800146
820	3.390298762
821	3.383683175
822	3.376269389
823	3.36729401
824	3.35548771
825	3.348774642
826	3.340181779
827	3.328587092
828	3.32276385
829	3.312181421
830	3.311257656
831	3.304788711
832	3.300014151
833	3.294408668
834	3.293703792
835	3.292938557
836	3.292191488
837	3.284932778
838	3.275736283
839	3.265468625
840	3.264501377
841	3.252570117
842	3.251899942
843	3.245103221
844	3.237987512
845	3.237250019
846	3.236568022
847	3.232356358
848	3.231036939
849	3.223253542
850	3.222311125
851	3.22166868
852	3.221110019
853	3.211864548
854	3.204348005
855	3.203852163
856	3.20218764
857	3.192213047
858	3.184228
859	3.18064916
860	3.177851016
861	3.177202035
862	3.176666241
863	3.167169982
864	3.157482498
865	3.146068952
866	3.137068729
867	3.128195269
868	3.125014935
869	3.121182561
870	3.114449195
871	3.109643404
872	3.103679292
873	3.103004249
874	3.101712188
875	3.101097855
876	3.09373659
877	3.09315498
878	3.087739125
879	3.080226658
880	3.078499392
881	3.077904305
882	3.077294888
883	3.076716092
884	3.070741543
885	3.064444128
886	3.058071651
887	3.051317086
888	3.044374187
889	3.043846761
890	3.0364527
891	3.030222766
892	3.029717388
893	3.020330648
894	3.011986068
895	3.002447808
896	3.001963757
897	2.99698617
898	2.989823926
899	2.988954318
900	2.988320094
901	2.983420814
902	2.982930803
903	2.972632586
904	2.97207822
905	2.96380936
906	2.957080235
907	2.956555259
908	2.948491051
909	2.944803977
910	2.938954483
911	2.938449638
912	2.928825621
913	2.921950455
914	2.913408776
915	2.912870129
916	2.905420869
917	2.900199897
918	2.893192397
919	2.887551845
920	2.887196755
921	2.880189151
922	2.879698909
923	2.874572758
924	2.868620188
925	2.861150198
926	2.853248699
927	2.846308536
928	2.840620099
929	2.833069714
930	2.832580553
931	2.826785049
932	2.826261647
933	2.825853863
934	2.817976079
935	2.817592592
936	2.8134935
937	2.808755224
938	2.802980175
939	2.797544137
940	2.790378775
941	2.785232894
942	2.779334705
943	2.778863935
944	2.774553495
945	2.768378327
946	2.76225352
947	2.755527611
948	2.749198871
949	2.741243226
950	2.734451931
951	2.726989429
952	2.718517948
953	2.714521902
954	2.707168019
955	2.699102619
956	2.692845315
957	2.686358968
958	2.680399879
959	2.673712277
960	2.669026756
961	2.665288282
962	2.657597717
963	2.65070016
964	2.645155598
965	2.638794249
966	2.634081581
967	2.629277638
968	2.620267014
969	2.614755376
970	2.611364608
971	2.602394398
972	2.597243534
973	2.592158748
974	2.583682819
975	2.579470582
976	2.575060746
977	2.570695638
978	2.568135198
979	2.559311815
980	2.554980349
981	2.553425627
982	2.546435964
983	2.541584843
984	2.537893726
985	2.530137921
986	2.526368724
987	2.520982945
988	2.514640827
989	2.507539306
990	2.499402337
991	2.495096037
992	2.489708079
993	2.484447793
994	2.480246462
995	2.475489523
996	2.470364002
997	2.46360089
998	2.457969305
999	2.451876158
